FilePath,FileHash,FileSize,LastWriteTime
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdC\Debug\CompilerIdC.tlog\CL.read.1.tlog,B849F219C1F82159A6D1B8BB15EDAC2BEFF6F5E75D332D031D603C1A0911724C,624,2025-04-28 05:32:30
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdC\Debug\CompilerIdC.tlog\CL.write.1.tlog,B4E111DE96EFC94BDE1946545284A924C17601A7A79ACF2DFE5C905D4D114124,456,2025-04-28 05:32:30
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdC\Debug\CompilerIdC.tlog\CompilerIdC.lastbuildstate,ADC515AD58FA96ED9162F0E8C8CEBBE2B2EE935BE9BEFD66CC8C8457E423EE34,218,2025-04-28 05:32:30
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdC\Debug\CompilerIdC.tlog\link.command.1.tlog,37DB7E16619C6311A919F32F0040C2952AA6AEB57A05B8CE007E49C6DDAD5267,1060,2025-04-28 05:32:30
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdC\Debug\CompilerIdC.tlog\link.read.1.tlog,69F16AFF3F4FF3D0C3EB42B9F76E6D77D3F1682BDAB42E34E1F4AB178F356605,3506,2025-04-28 05:32:30
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdC\Debug\CompilerIdC.tlog\link.write.1.tlog,CA60C9EE929BCD74ED5DFF914CF2599C2C9E07D47EF59F1797E5E2EAF2AEFA73,450,2025-04-28 05:32:30
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\CMakeCXXCompilerId.cpp,5A991950A1F5B2DADA75A4BBEAA06EFB6F30EBBBE0809BDA3B4FFC1BB486D4FB,23157,2025-04-28 05:32:30
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\CompilerIdCXX.exe,638B445458FBB59ACAA7A7A6DDFD71DE56D37A21291CBF7EEAE4D247E89E0448,14848,2025-04-28 05:32:31
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\CompilerIdCXX.vcxproj,E7FBC628F52D158E75FBF00F1EB861B23F894A42CADA3FAD1983AE0EC137AFB5,2756,2025-04-28 05:32:30
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\Debug\CMakeCXXCompilerId.obj,F3C34227FE43210C563CAA9B544AF88642D9C6E60EABF57594CB157D35B83AE7,2183,2025-04-28 05:32:31
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\Debug\CompilerIdCXX.exe.recipe,E70F755E56B9D4354A4A98A44C0BA02D710DF26DC9433C040A08851735CE7F2D,351,2025-04-28 05:32:31
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\Debug\CompilerIdCXX.tlog\CL.command.1.tlog,4B6A4A8329C7809749015F141AE863F6F433396CD1B8C3BA6EA5456AABF36FDD,836,2025-04-28 05:32:31
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\Debug\CompilerIdCXX.tlog\CL.read.1.tlog,CD7B10BAFE2BD21078A4EF17C02D27B9AFBCBD6E95C896EDA65FF385194E6310,636,2025-04-28 05:32:31
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\Debug\CompilerIdCXX.tlog\CL.write.1.tlog,1E1D3099C7C99F9B340CD5361DF58985AB76248B309776948A32F1CD8506241B,476,2025-04-28 05:32:31
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\Debug\CompilerIdCXX.tlog\CompilerIdCXX.lastbuildstate,39BCB9F4CAF18DC68509DF8F849C73E4A1DFA8F8D0DB834DB786E42E6E2C485C,220,2025-04-28 05:32:31
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\Debug\CompilerIdCXX.tlog\link.command.1.tlog,B0C339415A97EF0B7023A040D9682FA4410C04719DEDC2F1CEDE5A2121568AF9,1084,2025-04-28 05:32:31
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\Debug\CompilerIdCXX.tlog\link.read.1.tlog,B9A6A1F28CE1E49D865CB2DB15D6561F5695830C905AC54310432B5944013AA3,3522,2025-04-28 05:32:31
build\CMakeFiles\3.20.21032501-MSVC_2\CompilerIdCXX\Debug\CompilerIdCXX.tlog\link.write.1.tlog,3C4D6C70DE6350934D5B4F235BE94CBEFC99863D6416C70A4A560E3590BD278A,466,2025-04-28 05:32:31
build\CMakeFiles\3.20.21032501-MSVC_2\x64\Debug\VCTargetsPath.recipe,4C4E559A29E4F2C330E6C50B4ABDDE24BB35BF5A3414FA04CD2E1FB91364A2EF,343,2025-04-28 05:32:29
build\CMakeFiles\3.20.21032501-MSVC_2\x64\Debug\VCTargetsPath.tlog\VCTargetsPath.lastbuildstate,259756A1AF55A14F3CE8164B86AEB67530E8A78458723E2A3A9842006BE28DB0,206,2025-04-28 05:32:29
build\CMakeFiles\7902be74ed081064318907f7b3571671\generate.stamp.rule,6D2663216BB5708992DAD2784A833F449113AFD00FD431274CA956FB2530D391,24,2001-01-01 00:00:00
build\Debug\helloworld.exe,EB4D35BDA5E305997E5F45A1C78A3A03C7C072FCDD0C9F249ED1B79FA8FF6175,58368,2025-04-26 13:02:39
build\Debug\helloworld.pdb,5A03DFF5E9C4247625A6738855E3A4E6A1558AB6CC7C1F78C3B9E70E830A0B42,1028096,2025-04-26 13:02:39
build\helloworld.dir\Debug\helloworld.exe.recipe,2F1A99752A735C9D390A336C28A4056F0E4F63239B81B63F52ABD7D78FA7FE94,445,2025-04-26 13:02:51
build\helloworld.dir\Debug\helloworld.ilk,9CFAF784C0C9E1FCF45E4DAAD3E052A170A696C5F1607BCD84D1F706BC7699C6,625352,2025-04-26 13:02:39
build\helloworld.dir\Debug\main.obj,A32E2909389FC244334B19B90077CF2378BD939F4E1310E260490DBA57CFB578,52915,2025-04-26 13:02:39
build\helloworld.dir\Debug\vc142.pdb,5DA263198BB9F5B79C10FD19840C86516A95F6634DBF52AAE9144E883BBB6B70,405504,2025-04-26 13:02:39
build\helloworld.dir\Debug\helloworld.tlog\CL.command.1.tlog,BBB853DF669D3A7F4CF1E5138C75A902E10517FD6C0429AB67F7CEB6F7BFFC80,944,2025-04-26 13:02:39
build\helloworld.dir\Debug\helloworld.tlog\CL.read.1.tlog,C48B2D4027AD9196317E0D58E6C9C4F76F5BC18A25E2ED7876DC50BBFF2AA35C,20698,2025-04-26 13:02:39
build\helloworld.dir\Debug\helloworld.tlog\CL.write.1.tlog,8584B10D574FCD21F4F2558E8A21A6B08A8A5EE237A85B2F4703434141D04F4B,506,2025-04-26 13:02:39
build\helloworld.dir\Debug\helloworld.tlog\CustomBuild.command.1.tlog,BCAC3233B8B9CCFCBE4AB91350306B3D5E8F656568D04DDB0E18FDAE87BFFAE8,646,2025-04-26 13:02:39
build\helloworld.dir\Debug\helloworld.tlog\CustomBuild.read.1.tlog,49A8AD4793440E9414602DD5262DCB6ED3A5DDF1A31B60826789EC97D65B8A94,15925,2025-04-26 13:02:39
build\helloworld.dir\Debug\helloworld.tlog\CustomBuild.write.1.tlog,E7B6A288EF2FB51DEC742260186DA9D180DBFDF054F19B56FD86C263351F14E6,177,2025-04-26 13:02:39
build\helloworld.dir\Debug\helloworld.tlog\helloworld.lastbuildstate,33AA4A135FDA37DDC23C0EF6E83B9F6C9D9AD0848FC5914E79E19F47452939F7,174,2025-04-26 13:02:51
build\helloworld.dir\Debug\helloworld.tlog\link.command.1.tlog,8BE8253C16096B97B8ECAA9B6B65C8244E93585F4EBEC18AEC523F586245D51A,1346,2025-04-26 13:02:39
build\helloworld.dir\Debug\helloworld.tlog\link.read.1.tlog,0EC80B73F1DBC2870003381BE074B70CF26C1A3A9A6B5C4FC9D1FD8FBB964FE6,3414,2025-04-26 13:02:39
build\helloworld.dir\Debug\helloworld.tlog\link.write.1.tlog,B13A18819209706877CCA49F2CEBD31415A164675BB448CD2105AB2FE5CB83A2,588,2025-04-26 13:02:39
build\red_x\afk-downloader.html,59DED4A877E205815DA82F09590D7F7ABDB6EED3BFABFD61957F5F2E076853DF,17582,2025-04-25 16:54:07
build\red_x\deployment_test.html,FFC8A39CBD9EE32780FF7F2B73643F83607B1808E2C5D4DE56244F42BCB7EE78,1032,2025-04-25 08:08:15
build\red_x\email-routes.js,2FB74653053986AAE0EC454FBB964FD755F5A9BEE1426A6A93D420D38576D411,9836,2025-04-20 04:21:49
build\red_x\index.html,529F26D9EE5AC6AAB936B4846EE000C6190B1114E665EBF664DC88D64C54E131,22287,2025-04-25 17:03:05
build\red_x\index.js,7917F99C73B1E77DBB81E358F7C3D1FE16B3AA4EFB66C573971FAE8A05420F95,369294,2025-04-25 07:55:45
build\red_x\index.wasm,1604663729C16C8D328F201E940BDDCFF6D9642D65A9A9114456364747696F36,717527,2025-04-25 07:55:44
build\red_x\server.js,9F67CCE9D5A2F667899FE7FBA60E9A3963AC7F8E7897B994095FF29EA02C790C,1389,2025-04-25 07:58:12
build\red_x\template.html,75A0B736AA93CBCDEB1462816CBE5BA49E674CD45C7F26C0A9B42D5EFA34E929,5015,2025-04-25 07:58:11
build\red_x\windows-connector.js,831FFE4B1AC85527D09829EB658B64A2CBEA6C40A6260C30CDBB57F40C582B8A,10995,2025-04-19 16:05:31
build\red_x\js\link-extractor.js,4F57C648DBCD9030572924E3DBC63E5D160D98A130D286D3466C8ED016530435,4848,2025-04-19 16:05:31
build\red_x\js\netcode.js,D1C42054510C489A2F53ECBAF04D0439247ECDEBC59AC92A354D67DF2BCBB70A,7025,2025-04-19 16:05:31
build\x64\Debug\ALL_BUILD\ALL_BUILD.recipe,286BC7451CD1EE5BEE1769F4F01999AD0A7F4917D3FE06F15CE6C6ABA37945A6,581,2025-04-26 13:02:51
build\x64\Debug\ALL_BUILD\ALL_BUILD.tlog\ALL_BUILD.lastbuildstate,33AA4A135FDA37DDC23C0EF6E83B9F6C9D9AD0848FC5914E79E19F47452939F7,174,2025-04-26 13:02:51
build\x64\Debug\ALL_BUILD\ALL_BUILD.tlog\CustomBuild.command.1.tlog,BCAC3233B8B9CCFCBE4AB91350306B3D5E8F656568D04DDB0E18FDAE87BFFAE8,646,2025-04-26 13:02:39
build\x64\Debug\ALL_BUILD\ALL_BUILD.tlog\CustomBuild.read.1.tlog,49A8AD4793440E9414602DD5262DCB6ED3A5DDF1A31B60826789EC97D65B8A94,15925,2025-04-26 13:02:39
build\x64\Debug\ALL_BUILD\ALL_BUILD.tlog\CustomBuild.write.1.tlog,E7B6A288EF2FB51DEC742260186DA9D180DBFDF054F19B56FD86C263351F14E6,177,2025-04-26 13:02:39
build\x64\Debug\ZERO_CHECK\ZERO_CHECK.recipe,7B86003064188CF7FB33E706CB71E291B836D1F0E5FF64BD390FE0B631432926,308,2025-04-26 13:02:51
build\x64\Debug\ZERO_CHECK\ZERO_CHECK.tlog\CustomBuild.command.1.tlog,F40EFE81EB8C8A660618EF051BC6D91B95342D92217AD31469DD93FF60C63C2F,691,2025-04-26 13:02:39
build\x64\Debug\ZERO_CHECK\ZERO_CHECK.tlog\CustomBuild.read.1.tlog,92B3D720B07AE1D727C1F6D0074573FAB1B6C96144502920DD2732CA793762E9,16035,2025-04-26 13:02:39
build\x64\Debug\ZERO_CHECK\ZERO_CHECK.tlog\CustomBuild.write.1.tlog,290BDD0D92561700913CE5F20E8828A619B8D20779497A738BCA3752B02D372C,183,2025-04-26 13:02:39
build\x64\Debug\ZERO_CHECK\ZERO_CHECK.tlog\ZERO_CHECK.lastbuildstate,33AA4A135FDA37DDC23C0EF6E83B9F6C9D9AD0848FC5914E79E19F47452939F7,174,2025-04-26 13:02:51
career\cv_engineering_manager.md,340CE006E1749D8E19FE22F5B647E40DCF11286AC9AA0C4B59FF8BE478D62287,3760,2025-04-25 10:33:02
career\index.md,31B6BA3644F1E80FE81122CD0672A67F2D62ED5FFA66B38B186F60302823B6CD,1152,2025-04-25 10:33:02
career\reference_letter.md,B0EBA401D630509218B38D82B54287C82BD0DE3176B35BCD25002F114324E31F,2603,2025-04-19 16:05:21
career\sam-lavi-web3-cover-letter.md,A440BBE88F17CA32A60D005A9EA3E9B24F6A384E1865EE94D3F7399D3AEE0CE7,3670,2025-04-25 10:33:02
career\sam-lavi-web3-cv.md,EF43CDF969118609BFA225D78A5D92F02ED59891C70C3D96385F5D43CDF8ED07,7101,2025-04-25 10:33:02
career\sam-lavi-web3-resume.md,6B8777664232868970E624BF14DC7CBAA76217D9BD8168E8F0F034A54EF1D17B,3057,2025-04-25 10:33:02
career\web3-application-tips.md,6DA1CE3EDB3FB43CA426469690CFE36A4D229FEBC4FCE5F249EDDBDF2C4B7E13,2820,2025-04-25 10:33:02
cli\index.js,034F8457763A2B4E07DF7D65D100065C85ACC5D9BFFCA5E244A3971075AF8A09,4335,2025-04-23 08:18:50
cli\commands\analyze.js,72A32107EFE781CA1AF1C08958335E9DE1703C8F487C51ABF737AA37FC4CB213,22218,2025-04-23 07:55:16
cli\commands\art.js,19F83A8BA95C32854D62F91E681D9EFA5AF5655CFCFA463EAD08847998576454,2642,2025-04-23 07:55:16
cli\commands\backup.js,915D8201E576B7A1CC901B21C91828E2B84B348147F6011752B7CF9550EDA918,3391,2025-04-22 17:56:36
cli\commands\blockchain.js,926551DAF4FA5047257577C91E4496464550B1274ACC3156BF0B82B5855A5997,14658,2025-04-23 07:55:16
cli\commands\build.js,9B5DE9195843456E986CA5D1D9E2086DE3A47F4E0A0C2E6802C0AA96BB01B5C9,1933,2025-04-22 17:56:36
cli\commands\config.js,AB427C8BB1DAE63286C887FCF06B7C28BE3A3697EC1C087C301A3CB1091253F6,2345,2025-04-22 17:56:36
cli\commands\content.js,42EF84959845679C432994F6ACD68E869D50614C3C47CC1F26EF6E2A9113F7B2,15775,2025-04-23 07:55:15
cli\commands\deploy.js,F82E67A2144ED46133573E5BE33B3078A1D4DDD4655DCB9B8EBFDAF10A5A3B5F,1766,2025-04-22 17:56:37
cli\commands\dev.js,8D88E57A87CB159C6DEDDE8ABC7DC193ADE0B9398FD254D654630E994453316B,3652,2025-04-22 17:56:37
cli\commands\docs.js,5340738C8D9289CB688FEFB2DD05F4AE6AA61CD612AAAA2F6D0B4DF079EEA437,2579,2025-04-22 17:56:37
cli\commands\rss.js,66170E15C1CD919745B122B77E2265E908E736BF446CA0A64F649495FC9FCD63,14573,2025-04-23 08:18:50
cli\commands\token.js,C7FB24B1BA10A36E33F1CC77FAE3DBE85BA169ADDC45376E00BC3B6CA4E6CC6C,33100,2025-04-28 09:13:40
cli\commands\ui-demo.js,F0D73EC9A885113BE817DBEA25D52C17D5C546D02867FE8E0711F48B6D2A93E9,5295,2025-04-22 17:56:39
cli\commands\welcome.js,7EDA61758DA1E29200CA3CFB1EB680D9CAAE1A165598B534737E9621546180ED,5163,2025-04-23 07:55:16
cli\utils\ascii-art.js,A2EFCBB3F27F63CBFB8C3A35B4A7427B9B5202490002EF8D2848F9B20E3E265B,6063,2025-04-23 07:55:16
cli\utils\fourier.js,46239B7089C9787EDDDF06302D5651A3F47796F8CF1B014C57A04B0D93AF6266,5558,2025-04-23 08:18:50
cli\utils\heuristics.js,F4289E225C109EF8C7C3D7CAA8C770E264F565C7A8B6044EF6825B6416A05BB4,20625,2025-04-23 08:18:50
cli\utils\ui-helpers.js,F35C5D29431E4D31F406AD88F8365409AF033AC4527DB0F2F0FEE47708DBEBE6,9665,2025-04-22 17:56:38
components\LanguageSwitcher.tsx,4517FEE41606C9802F012C04E0ED57305E387651C1C909A94F26BB85DAB39380,1981,2025-04-19 16:05:21
components\SmartContractCard.tsx,DEFA7F4B2306E5220E2B1A80EC554554378B7A6C807055C8382218CE24B8E9CF,4143,2025-04-19 16:05:21
components\WalletConnector 2.tsx,F4786D1C432480C57304724B239BFD7B78E6A251762FA67C58D143CD166BF2D5,4379,2025-04-19 16:05:21
components\WalletConnector.tsx,F4786D1C432480C57304724B239BFD7B78E6A251762FA67C58D143CD166BF2D5,4379,2025-04-19 16:05:21
config\cfig.json,CB06CAD05C89A20CCAD4BF298AD609E018835FA0F9F42FE7A2329377C8E104BC,2882,2025-04-19 16:05:21
config\contractAddresses 2.ts,7B7A18E82D518A08168F6F903CC6BA449CEF2127AE7869E519D83807D5043C58,2132,2025-04-19 16:05:21
config\contractAddresses.ts,7B7A18E82D518A08168F6F903CC6BA449CEF2127AE7869E519D83807D5043C58,2132,2025-04-19 16:05:21
config\design-config.yml,BB60D089FD94514ED911C18A9E9F048079C0CBFB48177FC2B05771C9889A3427,2933,2025-04-19 16:05:21
config\layer2-config.js,E7BAFE716BCBB5FB4B9CD82B7485D9BBFF35BD97A4252DA141B254F91BDECFF7,7306,2025-04-24 12:47:55
config\ranking-schema.json,3B8F56B7A95D9699B95F5D2E2E6863580368A1AF42FB275D84D4AA29F6B50E6F,5988,2025-04-19 16:05:21
contracts\ContentRegistry.sol,D5CAF6788764E8C5CB7466FA157D4AF5E218469BB7D1FB9CA45389F0C294BEC8,7596,2025-04-20 04:21:49
contracts\EmergencyResponse.sol,6CA34876E07B11FB5934E5E756519A6488FD6E63A107D866E789FA75325CEF4B,7973,2025-04-24 16:53:14
contracts\EnhancedReentrancyGuard.sol,F2043866986EE3171404C198DD2E209C789A6E80C345F6CEF2F398379F39F7BD,6357,2025-04-24 16:53:16
contracts\LazyContentMinter.sol,B2BC5803CECAB5D55C468EF9C5B3FD171BC5376090DAF187752D8D097F06633E,2325,2025-04-24 17:38:13
contracts\ProofOfExistence.sol,996123DB0FE3D5FC042DC0E818291DA652E2132F5936AFDE078D90543AF4E5A5,4977,2025-04-19 16:05:21
contracts\StandardErrors.sol,17A722893C65976734216119B1C01E8DF3C84FA92C885F49A7B718D81FEF75F0,12392,2025-04-24 16:53:16
contracts\StreamAccessContract.sol,BAF11C87ECCF593E5CA5F887E81405C6D9CDFF5E2F76B5B36806AEF8B10706A1,1253,2025-04-24 17:38:13
contracts\StreamAccessProxy.sol,B110BBC0F92471CE68B8025DCE183AE3FC1B759F5A2E2E9929A66F28B9C8C547,3633,2025-04-24 16:53:11
contracts\StreamAMM.sol,63BE85BC6816796A86DCF7E9BFF1B8F3F1A34A34B175769DAAD117AE2DF1D76C,19778,2025-04-24 12:19:07
contracts\StreamingToken.sol,F8BD8CF9E5300EC3AB7E43B7057B59B1FF0EAF7FE554682A61FEB6BB77BAAE5E,5418,2025-04-20 04:21:49
contracts\ValidationUtils.sol,A9909E8BBAF725357F9044D2F07A5C778E4F13ECEE3B2CDA1D00824DB5176ADB,6809,2025-04-24 16:53:14
controllers\insights-controller.js,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,2025-04-19 16:05:31
css\dashboard-batch-upload.css,C5171E8E08B1F0E2968CF6D848CB08DF16CC4A6A091450A6944AC0F3F659BA3D,6667,2025-04-24 16:53:18
css\dashboard-upload.css,0685BD890345E6EE34C735D835E03BBCE6EF0323419182DA4595E64F53C1B71D,13170,2025-04-24 13:47:33
css\dashboard.css,25720CA5D0935EB9D026DE02147019D0853326923ED8AE8593446AEB0FC5BC02,8280,2025-04-24 18:13:24
css\ipfs-upload.css,8E6D696C446119F0F267BBEEBABB5C17B797B1AC49F5564505E729210376F936,5589,2025-04-24 14:58:15
css\responsive-framework.css,9BF77207CE7EBCA67E011658DB0F11876C8304F496C0F89315A4D9AB93053A6A,5728,2025-04-19 16:05:21
docker\mcr-dotnet-images.md,49D7D0765FF784A51E7C193C45BED8DCEFD75BE2250032E1C76FB96B036012C5,7824,2025-04-25 10:33:02
docs\api 2.md,DCF67C9A5D4001D70DE30CB286812A586DAAF0EDD6CD0163FF517F14025A333C,1749,2025-04-25 10:33:02
docs\api.md,DCF67C9A5D4001D70DE30CB286812A586DAAF0EDD6CD0163FF517F14025A333C,1749,2025-04-25 10:33:02
docs\architecture-overview 2.md,289549BA3EEC50D885A6C351F92940587FC2502741E6B0F4EFDEB6F311357C23,1277,2025-04-19 16:05:21
docs\architecture-overview.md,289549BA3EEC50D885A6C351F92940587FC2502741E6B0F4EFDEB6F311357C23,1277,2025-04-19 16:05:21
docs\beta-deployment-guide 2.md,B8E63D405D92B30ECC7049BC33637866DD65CD9B43614DBAC5FD096E8E1BF57A,7267,2025-04-25 10:33:02
docs\beta-deployment-guide.md,B8E63D405D92B30ECC7049BC33637866DD65CD9B43614DBAC5FD096E8E1BF57A,7267,2025-04-25 10:33:02
docs\build-os-recommendations 2.md,4272B0CD42964FC4BE74E981D34F0C73DDB9F9A76AA5BC05D726997DF1E13EC6,6996,2025-04-19 16:05:21
docs\build-os-recommendations.md,4272B0CD42964FC4BE74E981D34F0C73DDB9F9A76AA5BC05D726997DF1E13EC6,6996,2025-04-19 16:05:21
docs\contracts.html,CA1B6F2AA88DD4ECC8409116DD11391AC001E99D9B098C646D362B51D2ABF66E,20438,2025-04-20 04:21:49
docs\creator-payments 2.md,4F83C1FC4075B52C658E2D64FF991DEBA20FD716C52B15A378DD215F61077FEC,6820,2025-04-25 10:33:02
docs\creator-payments.md,4F83C1FC4075B52C658E2D64FF991DEBA20FD716C52B15A378DD215F61077FEC,6820,2025-04-25 10:33:02
docs\cross-platform-build-guide 2.md,69CA3951450ABF255E738B158965C41B09F0E42C49CE0CB986E5522324DF6DEA,11669,2025-04-25 10:33:02
docs\cross-platform-build-guide.md,69CA3951450ABF255E738B158965C41B09F0E42C49CE0CB986E5522324DF6DEA,11669,2025-04-25 10:33:02
docs\emergency-protocol 2.md,66A3DF5AC57D40791FF5C6D1113B646C8804F9D074AD873623F36493226DBC9B,3166,2025-04-25 10:33:02
docs\emergency-protocol.md,66A3DF5AC57D40791FF5C6D1113B646C8804F9D074AD873623F36493226DBC9B,3166,2025-04-25 10:33:02
docs\git-setup-guide 2.md,B9487441CCA1A76B27DD084FFC508AC2726B8E0E8726D7F749238983DC2F9222,4630,2025-04-25 10:33:02
docs\git-setup-guide.md,B9487441CCA1A76B27DD084FFC508AC2726B8E0E8726D7F749238983DC2F9222,4630,2025-04-25 10:33:02
docs\github-actions-guide.md,A5D081412DD5011DA30056007F9773FDF31EB727D6480E945FD1768855B5929C,3184,2025-04-25 10:33:02
docs\github-web3-integration 2.md,271A3DC87028DBA87D17D9E3850E9F9ED1B24184915FE028FFDE47B4835F0D63,1511,2025-04-25 10:33:02
docs\github-web3-integration.md,271A3DC87028DBA87D17D9E3850E9F9ED1B24184915FE028FFDE47B4835F0D63,1511,2025-04-25 10:33:02
docs\github-workflow-guide.md,B4007E5D03E2BE6F4A7DE421897C2967C49EBBC34408F9DBB215BCB8835CCF0F,3060,2025-04-28 09:13:38
docs\governance-framework.md,442E95A0F27F0B4B69D974A141B6987DA6AF1FAF7DCFDFB0EB7CBF23F22F24A0,3611,2025-04-19 16:05:21
docs\governance-specs.md,7417E92C45D4078EA90C22EEA66C6E06821E892897939BA09095E09A6BAEEA58,2077,2025-04-25 10:33:02
docs\index 2.md,D3F421DD9B99B4F5A1F85A0D7FD238D7CE0E4D845BED4E99277951261DF6C0CC,1087,2025-04-25 10:33:02
docs\index.html,EDF0D024DC6FCEEE2984B1549F9935DE869DC7CE21EE9D95992585163F4261BC,13532,2025-04-20 04:21:49
docs\index.md,044C963DE5D11B245683B324ED02C6B01F8294A0AF38B8DC36EB4E4F7E73B1F1,1899,2025-04-25 10:33:02
docs\introduction.md,232BD9D65F9017E780D492A7554E30C2C99A62CF1195899FCC7EC591F2F823DA,3371,2025-04-25 10:33:02
docs\poebc-simulator 2.md,72F89E8ADAB16A0C34DCCFAC03B7B7E2B652108504DBB008C30E00189BC9AE8C,5583,2025-04-25 10:33:02
docs\poebc-simulator.md,72F89E8ADAB16A0C34DCCFAC03B7B7E2B652108504DBB008C30E00189BC9AE8C,5583,2025-04-25 10:33:02
docs\sam-lavi-resume 2.md,7002615553FA199222BD64073EB2C9E4B03C796738383109EEDB7258399DF5C3,2173,2025-04-25 10:33:02
docs\sam-lavi-resume.md,7002615553FA199222BD64073EB2C9E4B03C796738383109EEDB7258399DF5C3,2173,2025-04-25 10:33:02
docs\status-guide.md,E68CB6AB9D224FC5912FDAF1470A517837F7CBF78B94D38FE9A928990D823200,4254,2025-04-19 16:05:21
docs\tech.contract-list 2.md,5647E3C3C09B1C741B04695BE9B3AAAE398D13582CDEAA9935EA9EA6712711B0,5708,2025-04-25 10:33:02
docs\tech.contract-list.md,5647E3C3C09B1C741B04695BE9B3AAAE398D13582CDEAA9935EA9EA6712711B0,5708,2025-04-25 10:33:02
docs\tech.contracts 2.md,73B6DE2ECD1C18AA4FAD0CA9F8C08E468EB8255B0AFC841B84BC7878FEFA8F05,9406,2025-04-25 10:33:02
docs\tech.contracts.md,73B6DE2ECD1C18AA4FAD0CA9F8C08E468EB8255B0AFC841B84BC7878FEFA8F05,9406,2025-04-25 10:33:02
docs\tech.solidity-review 2.md,EA60609885916168E5A95B44FAA33E6AC9AB3531EF6477BEEEC13FBCA1CABC6B,15478,2025-04-25 10:33:02
docs\tech.solidity-review.md,EA60609885916168E5A95B44FAA33E6AC9AB3531EF6477BEEEC13FBCA1CABC6B,15478,2025-04-25 10:33:02
docs\tech.token 2.md,37951A6C9351326C555BDDCF4E331C6F32084090159D0E204CBD0AC460345B36,8185,2025-04-25 10:33:02
docs\tech.token.md,37951A6C9351326C555BDDCF4E331C6F32084090159D0E204CBD0AC460345B36,8185,2025-04-25 10:33:02
docs\token.html,D00D96A4F05B500C170CF96AD77288AC93856910C247DBC61553B2D711888C56,17971,2025-04-20 04:21:49
docs\viewer-rewards 2.md,99BD57F34F8D69D8B2B0FB0C8BE56E35CC34E7765A6E7F0B56FCED6D8B25067B,6992,2025-04-25 10:33:02
docs\viewer-rewards.md,99BD57F34F8D69D8B2B0FB0C8BE56E35CC34E7765A6E7F0B56FCED6D8B25067B,6992,2025-04-25 10:33:02
docs\web-platform-build-guide.md,14DFEE867087235956674421BB554F28D0ADFB22EBFA33AC6A6CF1131672AF2E,5269,2025-04-27 04:46:49
docs\analysis\project-analysis.md,F50C32D07C849A685FF09B070061FF1A171347A4DB293F6FE84103A3DA3AE990,2649,2025-04-25 10:33:02
docs\analysis\technical-recommendations.md,1FFCE4559E4BF199CB8E51C23319216593796915EFC7106DF9BC14A7FFA586D3,3160,2025-04-25 10:33:02
docs\components\batch-uploader.md,D6D2B9C9DDBF7291E97BD58BE6B79253847B6005B444FD923BA81DA701D5E155,7351,2025-04-27 07:33:30
docs\components\index.md,5B2F9983B8C729AC813C580DF5DC4D63557E8BCC5812780027E15EC976705839,4292,2025-04-27 07:33:29
docs\concepts\bubbleheal.md,FFC9DA7B48FE5D9A80AAF9D31DA4547ACD01B07704591497676B4BA0BB8391D6,1834,2025-04-21 05:20:52
docs\concepts\diagsys.md,04F4AB0BD5333D049137B301544692B44CC147CE5BD743C373D85BAC3E140137,1622,2025-04-21 05:21:10
docs\concepts\hyperstitial.md,4CD9CEE98DA9A411DFE63B5FE5E6A03B454F168F803E78E7FC95C055EA3F634F,1424,2025-04-21 05:20:21
docs\concepts\warp.md,20D64730EDD19FCF77583FD124482D2CE980535CEF5CAB640FA689CF18515718,2046,2025-04-21 05:20:37
docs\contracts\proof-of-existence.md,B9A12C67D3008175DDB8ED65806B1A305AFCA4A66E6921B99D1562B5666B8C44,7276,2025-04-25 10:33:02
docs\contracts\stream-access.md,4ADD139C2FAE671D4F01F55A54614D12DA4AFF2078D7A8D079986C25D7FCE0C6,6060,2025-04-25 10:33:02
docs\features\batch-upload.md,E6A885A9ED8012C43742176FBA6D8F301ADB65701011441BAA0259F253A1E63A,4559,2025-04-27 07:33:29
docs\module-map\.gitkeep,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,2025-04-19 16:05:21
